8.951900000000000546e+02,3.627000000000000000e+03
8.959900000000000091e+02,3.081000000000000000e+03
8.967999999999999545e+02,3.691000000000000000e+03
8.976000000000000227e+02,3.158000000000000000e+03
8.983999999999999773e+02,3.787000000000000000e+03
8.992100000000000364e+02,3.221000000000000000e+03
9.000099999999999909e+02,3.891000000000000000e+03
9.008200000000000500e+02,3.314000000000000000e+03
9.016200000000000045e+02,3.947000000000000000e+03
9.024199999999999591e+02,3.436000000000000000e+03
9.032300000000000182e+02,4.102000000000000000e+03
9.040299999999999727e+02,3.515000000000000000e+03
9.048300000000000409e+02,4.169000000000000000e+03
9.056399999999999864e+02,3.634000000000000000e+03
9.064400000000000546e+02,4.329000000000000000e+03
9.072500000000000000e+02,3.699000000000000000e+03
9.080499999999999545e+02,4.373000000000000000e+03
9.088500000000000227e+02,3.870000000000000000e+03
9.096599999999999682e+02,4.582000000000000000e+03
9.104600000000000364e+02,3.977000000000000000e+03
9.112699999999999818e+02,4.730000000000000000e+03
9.120700000000000500e+02,4.140000000000000000e+03
9.128700000000000045e+02,4.959000000000000000e+03
9.136799999999999500e+02,4.344000000000000000e+03
9.144800000000000182e+02,5.082000000000000000e+03
9.152899999999999636e+02,4.573000000000000000e+03
9.160900000000000318e+02,5.330000000000000000e+03
9.168899999999999864e+02,4.789000000000000000e+03
9.177000000000000455e+02,5.716000000000000000e+03
9.185000000000000000e+02,5.002000000000000000e+03
9.193099999999999454e+02,5.980000000000000000e+03
9.201100000000000136e+02,5.311000000000000000e+03
9.209099999999999682e+02,6.171000000000000000e+03
9.217200000000000273e+02,5.517000000000000000e+03
9.225199999999999818e+02,6.543000000000000000e+03
9.233200000000000500e+02,5.836000000000000000e+03
9.241299999999999955e+02,6.821000000000000000e+03
9.249299999999999500e+02,6.098000000000000000e+03
9.257400000000000091e+02,7.103000000000000000e+03
9.265399999999999636e+02,6.283000000000000000e+03
9.273400000000000318e+02,7.290000000000000000e+03
9.281499999999999773e+02,6.627000000000000000e+03
9.289500000000000455e+02,7.540000000000000000e+03
9.297599999999999909e+02,6.698000000000000000e+03
9.305599999999999454e+02,7.807000000000000000e+03
9.313600000000000136e+02,6.851000000000000000e+03
9.321699999999999591e+02,7.853000000000000000e+03
9.329700000000000273e+02,7.090000000000000000e+03
9.337699999999999818e+02,8.084000000000000000e+03
9.345800000000000409e+02,7.265000000000000000e+03
9.353799999999999955e+02,8.275000000000000000e+03
9.361900000000000546e+02,7.426000000000000000e+03
9.369900000000000091e+02,8.418000000000000000e+03
9.377899999999999636e+02,7.573000000000000000e+03
9.386000000000000227e+02,8.617000000000000000e+03
9.393999999999999773e+02,7.778000000000000000e+03
9.402000000000000455e+02,8.764000000000000000e+03
9.410099999999999909e+02,7.860000000000000000e+03
9.418099999999999454e+02,8.899000000000000000e+03
9.426200000000000045e+02,8.066000000000000000e+03
9.434199999999999591e+02,9.197000000000000000e+03
9.442200000000000273e+02,8.164000000000000000e+03
9.450299999999999727e+02,9.273000000000000000e+03
9.458300000000000409e+02,8.389000000000000000e+03
9.466299999999999955e+02,9.468000000000000000e+03
9.474400000000000546e+02,8.536000000000000000e+03
9.482400000000000091e+02,9.666000000000000000e+03
9.490499999999999545e+02,8.734000000000000000e+03
9.498500000000000227e+02,9.862000000000000000e+03
9.506499999999999773e+02,8.828000000000000000e+03
9.514600000000000364e+02,9.997000000000000000e+03
9.522599999999999909e+02,9.054000000000000000e+03
9.530599999999999454e+02,1.016100000000000000e+04
9.538700000000000045e+02,9.144000000000000000e+03
9.546699999999999591e+02,1.036600000000000000e+04
9.554800000000000182e+02,9.290000000000000000e+03
9.562799999999999727e+02,1.050400000000000000e+04
9.570800000000000409e+02,9.317000000000000000e+03
9.578899999999999864e+02,1.077300000000000000e+04
9.586900000000000546e+02,9.609000000000000000e+03
9.594900000000000091e+02,1.092000000000000000e+04
9.602999999999999545e+02,9.770000000000000000e+03
9.611000000000000227e+02,1.101700000000000000e+04
9.618999999999999773e+02,9.922000000000000000e+03
9.627100000000000364e+02,1.129700000000000000e+04
9.635099999999999909e+02,1.004100000000000000e+04
9.643200000000000500e+02,1.131300000000000000e+04
9.651200000000000045e+02,1.014800000000000000e+04
9.659199999999999591e+02,1.149200000000000000e+04
9.667300000000000182e+02,1.027000000000000000e+04
9.675299999999999727e+02,1.170400000000000000e+04
9.683300000000000409e+02,1.048900000000000000e+04
9.691399999999999864e+02,1.174100000000000000e+04
9.699400000000000546e+02,1.058700000000000000e+04
9.707400000000000091e+02,1.192900000000000000e+04
9.715499999999999545e+02,1.066300000000000000e+04
9.723500000000000227e+02,1.203400000000000000e+04
9.731599999999999682e+02,1.074100000000000000e+04
9.739600000000000364e+02,1.224800000000000000e+04
9.747599999999999909e+02,1.088800000000000000e+04
9.755700000000000500e+02,1.224300000000000000e+04
9.763700000000000045e+02,1.100600000000000000e+04
9.771699999999999591e+02,1.242500000000000000e+04
9.779800000000000182e+02,1.115700000000000000e+04
9.787799999999999727e+02,1.254900000000000000e+04
9.795800000000000409e+02,1.122500000000000000e+04
9.803899999999999864e+02,1.269900000000000000e+04
9.811900000000000546e+02,1.134500000000000000e+04
9.820000000000000000e+02,1.279700000000000000e+04
9.827999999999999545e+02,1.139400000000000000e+04
9.836000000000000227e+02,1.283600000000000000e+04
9.844099999999999682e+02,1.152700000000000000e+04
9.852100000000000364e+02,1.301500000000000000e+04
9.860099999999999909e+02,1.162400000000000000e+04
9.868200000000000500e+02,1.300100000000000000e+04
9.876200000000000045e+02,1.166200000000000000e+04
9.884199999999999591e+02,1.314700000000000000e+04
9.892300000000000182e+02,1.172200000000000000e+04
9.900299999999999727e+02,1.317300000000000000e+04
9.908300000000000409e+02,1.171800000000000000e+04
9.916399999999999864e+02,1.344100000000000000e+04
9.924400000000000546e+02,1.183800000000000000e+04
9.932400000000000091e+02,1.345700000000000000e+04
9.940499999999999545e+02,1.198500000000000000e+04
9.948500000000000227e+02,1.347600000000000000e+04
9.956599999999999682e+02,1.204900000000000000e+04
9.964600000000000364e+02,1.356100000000000000e+04
9.972599999999999909e+02,1.212500000000000000e+04
9.980700000000000500e+02,1.367400000000000000e+04
9.988700000000000045e+02,1.217200000000000000e+04
9.996699999999999591e+02,1.368000000000000000e+04
1.000480000000000018e+03,1.225000000000000000e+04
1.001279999999999973e+03,1.379300000000000000e+04
1.002080000000000041e+03,1.233000000000000000e+04
1.002889999999999986e+03,1.392500000000000000e+04
1.003690000000000055e+03,1.242800000000000000e+04
1.004490000000000009e+03,1.398200000000000000e+04
1.005299999999999955e+03,1.244600000000000000e+04
1.006100000000000023e+03,1.404500000000000000e+04
1.006899999999999977e+03,1.250500000000000000e+04
1.007710000000000036e+03,1.420200000000000000e+04
1.008509999999999991e+03,1.262100000000000000e+04
1.009309999999999945e+03,1.413000000000000000e+04
1.010120000000000005e+03,1.263800000000000000e+04
1.010919999999999959e+03,1.435300000000000000e+04
1.011720000000000027e+03,1.292100000000000000e+04
1.012529999999999973e+03,1.450600000000000000e+04
1.013330000000000041e+03,1.281000000000000000e+04
1.014129999999999995e+03,1.439600000000000000e+04
1.014940000000000055e+03,1.293400000000000000e+04
1.015740000000000009e+03,1.454200000000000000e+04
1.016539999999999964e+03,1.298000000000000000e+04
1.017350000000000023e+03,1.465400000000000000e+04
1.018149999999999977e+03,1.301300000000000000e+04
1.018950000000000045e+03,1.469900000000000000e+04
1.019759999999999991e+03,1.306600000000000000e+04
1.020559999999999945e+03,1.476300000000000000e+04
1.021360000000000014e+03,1.329000000000000000e+04
1.022169999999999959e+03,1.486400000000000000e+04
1.022970000000000027e+03,1.326600000000000000e+04
1.023769999999999982e+03,1.495100000000000000e+04
1.024579999999999927e+03,1.333400000000000000e+04
1.025380000000000109e+03,1.507400000000000000e+04
1.026180000000000064e+03,1.346700000000000000e+04
1.026990000000000009e+03,1.519100000000000000e+04
1.027789999999999964e+03,1.351400000000000000e+04
1.028589999999999918e+03,1.521700000000000000e+04
1.029400000000000091e+03,1.357100000000000000e+04
1.030200000000000045e+03,1.529600000000000000e+04
1.031000000000000000e+03,1.364000000000000000e+04
1.031809999999999945e+03,1.535400000000000000e+04
1.032609999999999900e+03,1.373200000000000000e+04
1.033410000000000082e+03,1.543600000000000000e+04
1.034220000000000027e+03,1.374900000000000000e+04
1.035019999999999982e+03,1.544900000000000000e+04
1.035819999999999936e+03,1.381100000000000000e+04
1.036630000000000109e+03,1.568000000000000000e+04
1.037430000000000064e+03,1.379100000000000000e+04
1.038230000000000018e+03,1.565400000000000000e+04
1.039039999999999964e+03,1.398500000000000000e+04
1.039839999999999918e+03,1.586800000000000000e+04
1.040640000000000100e+03,1.416700000000000000e+04
1.041450000000000045e+03,1.591000000000000000e+04
1.042250000000000000e+03,1.416400000000000000e+04
1.043049999999999955e+03,1.614200000000000000e+04
1.043849999999999909e+03,1.441500000000000000e+04
1.044660000000000082e+03,1.607300000000000000e+04
1.045460000000000036e+03,1.443200000000000000e+04
1.046259999999999991e+03,1.630000000000000000e+04
1.047069999999999936e+03,1.454300000000000000e+04
1.047869999999999891e+03,1.641700000000000000e+04
1.048670000000000073e+03,1.461200000000000000e+04
1.049480000000000018e+03,1.652100000000000000e+04
1.050279999999999973e+03,1.481100000000000000e+04
1.051079999999999927e+03,1.661400000000000000e+04
1.051890000000000100e+03,1.489800000000000000e+04
1.052690000000000055e+03,1.680300000000000000e+04
1.053490000000000009e+03,1.488300000000000000e+04
1.054299999999999955e+03,1.693800000000000000e+04
1.055099999999999909e+03,1.506500000000000000e+04
1.055900000000000091e+03,1.700700000000000000e+04
1.056700000000000045e+03,1.512900000000000000e+04
1.057509999999999991e+03,1.700500000000000000e+04
1.058309999999999945e+03,1.524100000000000000e+04
1.059109999999999900e+03,1.724400000000000000e+04
1.059920000000000073e+03,1.522300000000000000e+04
1.060720000000000027e+03,1.741300000000000000e+04
1.061519999999999982e+03,1.542000000000000000e+04
1.062329999999999927e+03,1.742300000000000000e+04
1.063130000000000109e+03,1.547600000000000000e+04
1.063930000000000064e+03,1.750300000000000000e+04
1.064730000000000018e+03,1.555500000000000000e+04
1.065539999999999964e+03,1.769000000000000000e+04
1.066339999999999918e+03,1.563200000000000000e+04
1.067140000000000100e+03,1.772100000000000000e+04
1.067950000000000045e+03,1.575000000000000000e+04
1.068750000000000000e+03,1.780600000000000000e+04
1.069549999999999955e+03,1.585500000000000000e+04
1.070359999999999900e+03,1.790400000000000000e+04
1.071160000000000082e+03,1.585100000000000000e+04
1.071960000000000036e+03,1.803100000000000000e+04
1.072759999999999991e+03,1.604000000000000000e+04
1.073569999999999936e+03,1.793200000000000000e+04
1.074369999999999891e+03,1.606800000000000000e+04
1.075170000000000073e+03,1.825300000000000000e+04
1.075980000000000018e+03,1.618800000000000000e+04
1.076779999999999973e+03,1.836100000000000000e+04
1.077579999999999927e+03,1.625700000000000000e+04
1.078380000000000109e+03,1.843300000000000000e+04
1.079190000000000055e+03,1.630700000000000000e+04
1.079990000000000009e+03,1.850900000000000000e+04
1.080789999999999964e+03,1.642600000000000000e+04
1.081599999999999909e+03,1.862100000000000000e+04
1.082400000000000091e+03,1.655900000000000000e+04
1.083200000000000045e+03,1.868500000000000000e+04
1.084000000000000000e+03,1.655100000000000000e+04
1.084809999999999945e+03,1.886800000000000000e+04
1.085609999999999900e+03,1.672200000000000000e+04
1.086410000000000082e+03,1.892900000000000000e+04
1.087220000000000027e+03,1.680500000000000000e+04
1.088019999999999982e+03,1.912600000000000000e+04
1.088819999999999936e+03,1.697200000000000000e+04
1.089619999999999891e+03,1.911700000000000000e+04
1.090430000000000064e+03,1.699000000000000000e+04
1.091230000000000018e+03,1.931200000000000000e+04
1.092029999999999973e+03,1.710300000000000000e+04
1.092839999999999918e+03,1.934400000000000000e+04
1.093640000000000100e+03,1.717000000000000000e+04
1.094440000000000055e+03,1.954000000000000000e+04
1.095240000000000009e+03,1.720100000000000000e+04
1.096049999999999955e+03,1.949200000000000000e+04
1.096849999999999909e+03,1.732300000000000000e+04
1.097650000000000091e+03,1.966100000000000000e+04
1.098450000000000045e+03,1.728300000000000000e+04
1.099259999999999991e+03,1.959400000000000000e+04
1.100059999999999945e+03,1.746300000000000000e+04
1.100859999999999900e+03,1.971400000000000000e+04
1.101670000000000073e+03,1.753700000000000000e+04
1.102470000000000027e+03,1.977400000000000000e+04
1.103269999999999982e+03,1.756300000000000000e+04
1.104069999999999936e+03,1.992000000000000000e+04
1.104880000000000109e+03,1.752700000000000000e+04
1.105680000000000064e+03,1.985700000000000000e+04
1.106480000000000018e+03,1.756200000000000000e+04
1.107279999999999973e+03,2.005900000000000000e+04
1.108089999999999918e+03,1.759200000000000000e+04
1.108890000000000100e+03,1.995400000000000000e+04
1.109690000000000055e+03,1.768600000000000000e+04
1.110490000000000009e+03,2.011600000000000000e+04
1.111299999999999955e+03,1.776300000000000000e+04
1.112099999999999909e+03,2.008200000000000000e+04
1.112900000000000091e+03,1.770900000000000000e+04
1.113700000000000045e+03,2.015900000000000000e+04
1.114509999999999991e+03,1.767400000000000000e+04
1.115309999999999945e+03,2.014800000000000000e+04
1.116109999999999900e+03,1.783000000000000000e+04
1.116920000000000073e+03,2.022300000000000000e+04
1.117720000000000027e+03,1.785900000000000000e+04
1.118519999999999982e+03,2.025200000000000000e+04
1.119319999999999936e+03,1.778400000000000000e+04
1.120130000000000109e+03,2.025400000000000000e+04
1.120930000000000064e+03,1.784300000000000000e+04
